,Dátum,Citadella_Származtatott,Erste_Stock_Hungary_Indexkövető_Részvény_A,Generali_Arany_Oroszlán_ESG,HOLD_Columbus,HOLD_Nemzetközi,HOLD_VM_Abszolút_Származtatott_Befektetési,MBH_Fejlett_Piaci_Részvény,OTP_Klímaváltozás_13030,OTP_Supra,VIG_Opportunity_Fejlett_Piaci_Részvény,SP500
309,2023-05-25,2.839761,2.7154,1.545592,2.861376,4.672181,2.387591,2.527345,2.072359,3.644274,2.753144,140968.63363932353
310,2023-05-24,2.829532,2.6548,1.547195,2.877537,4.64895,2.389288,2.539482,2.05317,3.66903,2.766948,140701.08140898868
311,2023-05-23,2.85505,2.6688,1.575855,2.88688,4.70599,2.391225,2.543222,2.094466,3.682635,2.727325,140620.79356525652
312,2023-05-22,2.868103,2.6732,1.585585,2.874384,4.731556,2.391785,2.476444,2.107266,3.664705,2.67128,142583.49709823728
313,2023-05-19,2.803529,2.6775,1.593365,2.841939,4.751124,2.390811,2.451488,2.117297,3.659089,2.646302,143036.4801697787
314,2023-05-18,2.793887,2.6612,1.570204,2.82876,4.685039,2.389144,2.452,2.081952,3.640916,2.663242,140504.8469111137
315,2023-05-17,2.790146,2.6311,1.54275,2.838984,4.613336,2.387617,2.46122,2.043328,3.64749,2.659827,138401.31009689905
316,2023-05-16,2.791939,2.6265,1.540268,2.846706,4.558858,2.389224,2.457189,2.02431,3.662182,2.651676,136813.95794193167
317,2023-05-15,2.764761,2.6308,1.54062,2.854569,4.601125,2.389703,2.432458,2.045154,3.648593,2.652951,138363.38129316736
318,2023-05-12,2.764864,2.6369,1.548042,2.852249,4.588028,2.388285,2.438415,2.045969,3.643867,2.651871,137628.85695124604
319,2023-05-11,2.768509,2.6368,1.541354,2.854959,4.580792,2.389672,2.447711,2.03228,3.638918,2.653079,136218.00946659967
320,2023-05-10,2.781923,2.6471,1.540309,2.864176,4.586491,2.38853,2.441421,2.053074,3.621497,2.654855,137384.91682020389
321,2023-05-09,2.777544,2.6749,1.547456,2.852994,4.575777,2.385313,2.417758,2.048085,3.628883,2.609579,136569.1420808006
322,2023-05-08,2.772127,2.6717,1.556973,2.851532,4.579127,2.384459,2.430565,2.058053,3.6257,2.637036,136714.04500746075
323,2023-05-05,2.749672,2.6493,1.555029,2.829826,4.578222,2.386059,2.44272,2.059235,3.612723,2.632323,137164.94291721284
324,2023-05-04,2.750968,2.6478,1.536709,2.82188,4.498884,2.389293,2.451943,2.015286,3.616146,2.669596,134837.79848022014
325,2023-05-03,2.738334,2.6563,1.547259,2.818327,4.533366,2.384652,2.440568,2.020636,3.606668,2.639851,136406.62910374906
326,2023-05-02,2.721604,2.5955,1.534538,2.812489,4.542521,2.38194,2.413173,2.016935,3.600164,2.628746,137018.79735224694
327,2023-04-28,2.737048,2.5564,1.555173,2.811901,4.599025,2.377876,2.452827,2.020015,3.603459,2.651725,138203.06382672675
328,2023-04-27,2.756086,2.5478,1.553277,2.812196,4.556118,2.375638,2.458103,2.024192,3.60881,2.681745,137116.12541285343
329,2023-04-26,2.7527,2.4685,1.557385,2.811325,4.519212,2.378136,2.468483,2.014254,3.635675,2.696901,136756.77881665807
330,2023-04-25,2.740674,2.4757,1.570245,2.805036,4.546404,2.378276,2.464964,2.056414,3.635203,2.69958,135614.82963983715
331,2023-04-24,2.763675,2.4916,1.575113,2.817926,4.622519,2.375087,2.49304,2.081568,3.619193,2.699562,138697.8837106377
332,2023-04-21,2.768611,2.5168,1.577799,2.814231,4.64694,2.371622,2.437652,2.087172,3.624421,2.657926,138930.3947234992
333,2023-04-20,2.761409,2.4886,1.574359,2.821234,4.65157,2.370504,2.450035,2.08606,3.628205,2.664682,139935.47079566028
334,2023-04-19,2.759396,2.4736,1.570454,2.817521,4.654331,2.367473,2.44643,2.082731,3.632133,2.649942,137574.12073791865
335,2023-04-18,2.75168,2.4997,1.551555,2.819305,4.586289,2.366703,2.440793,2.057473,3.627979,2.664677,138522.42551088333
336,2023-04-17,2.735391,2.5014,1.549181,2.809584,4.599769,2.365085,2.419859,2.058306,3.625566,2.668482,138190.96001559775
337,2023-04-14,2.727828,2.4743,1.556396,2.801369,4.560627,2.365511,2.452799,2.041948,3.61638,2.674898,136950.36859272514
338,2023-04-13,2.735512,2.4371,1.553013,2.809628,4.603207,2.37003,2.460052,2.047085,3.60383,2.673112,138053.1394905597
339,2023-04-12,2.726545,2.4714,1.549316,2.80164,4.595288,2.369431,2.45897,2.055464,3.617683,2.653707,137985.50373176113
340,2023-04-11,2.725385,2.5312,1.549332,2.800456,4.608971,2.365908,2.459294,2.059041,3.61232,2.665374,139004.3496362418
341,2023-04-06,2.707513,2.5209,1.545808,2.783036,4.608512,2.367975,2.474892,2.044793,3.594405,2.712512,138862.74516118318
342,2023-04-05,2.708011,2.4984,1.541146,2.774918,4.570173,2.366985,2.489826,2.039418,3.590392,2.69889,137860.57919269707
343,2023-04-04,2.708521,2.4918,1.54429,2.779527,4.590725,2.365107,2.451356,2.078997,3.603112,2.675689,138933.20196533203
344,2023-04-03,2.69681,2.4553,1.555334,2.779258,4.681737,2.3614,2.455196,2.141755,3.589162,2.658348,142171.3913347246
345,2023-03-31,2.685574,2.4201,1.557413,2.763587,4.649817,2.357562,2.431793,2.153459,3.595211,2.656972,140068.97219635546
346,2023-03-30,2.689268,2.3786,1.547969,2.764323,4.610639,2.355343,2.474694,2.132883,3.61499,2.672302,139153.49861336127
347,2023-03-29,2.682269,2.4159,1.531645,2.745985,4.58779,2.354106,2.473969,2.105752,3.602816,2.681111,138601.7680860581
348,2023-03-28,2.684704,2.4,1.526808,2.744196,4.592193,2.354205,2.441891,2.101781,3.618644,2.645659,138746.1364114266
349,2023-03-27,2.6816,2.3979,1.528626,2.736607,4.617798,2.354846,2.448915,2.10375,3.603858,2.6897,139124.49243372306
350,2023-03-24,2.67678,2.3817,1.525639,2.731755,4.600753,2.357162,2.498266,2.099663,3.593926,2.72137,137622.4807552006
351,2023-03-23,2.699316,2.4473,1.538591,2.758938,4.551265,2.357279,2.518682,2.090314,3.60773,2.748481,137501.769427035
352,2023-03-22,2.685586,2.3908,1.548156,2.752866,4.630699,2.356687,2.536884,2.115976,3.606526,2.701256,138999.61237662937
353,2023-03-21,2.690414,2.396,1.54762,2.75411,4.715872,2.354751,2.539765,2.144945,3.586222,2.742592,144218.49462068267
354,2023-03-20,2.68209,2.3473,1.551249,2.731849,4.724885,2.351137,2.454361,2.1576,3.592921,2.711195,143695.67487490363
355,2023-03-17,2.681698,2.3166,1.521951,2.733063,4.72118,2.345923,2.445219,2.114377,3.61462,2.620899,142415.24081001058
356,2023-03-16,2.685734,2.3186,1.541919,2.734994,4.818504,2.352844,2.400743,2.165452,3.612961,2.646076,145084.97764551267
357,2023-03-14,2.706645,2.3822,1.556672,2.770274,4.633802,2.35073,2.435281,2.175667,3.668201,2.670375,140420.9058812661
358,2023-03-13,2.695893,2.3775,1.49986,2.775587,4.62445,2.35238,2.435321,2.095392,3.661308,2.709755,134814.37058513705
359,2023-03-10,2.680711,2.4544,1.532744,2.765633,4.594595,2.35034,2.437937,2.135309,3.689076,2.663328,136733.05543838907
360,2023-03-09,2.745582,2.44,1.537744,2.767089,4.621425,2.343695,2.426948,2.158032,3.683124,2.710087,137190.33932668157
361,2023-03-08,2.747408,2.4618,1.5451,2.775059,4.717895,2.343302,2.442023,2.176252,3.670725,2.706479,140067.78441844136
362,2023-03-07,2.761378,2.4768,1.528969,2.779597,4.620006,2.341107,2.401894,2.126137,3.66696,2.630192,137422.55862840638
363,2023-03-06,2.758857,2.5366,1.543313,2.796749,4.709973,2.342319,2.353541,2.147607,3.66423,2.628284,140973.2598474892
364,2023-03-03,2.783505,2.5414,1.538972,2.801205,4.721995,2.339313,2.407775,2.158632,3.647526,2.668701,140321.78745876998
365,2023-03-02,2.779914,2.5336,1.506799,2.783497,4.598243,2.334305,2.410068,2.09916,3.640638,2.688129,136097.62033879478
366,2023-03-01,2.785566,2.5511,1.505208,2.79212,4.596244,2.331874,2.428497,2.10608,3.667512,2.669348,138051.44186102133
367,2023-02-28,2.776737,2.5603,1.52247,2.782718,4.653286,2.333877,2.447714,2.114814,3.663054,2.704118,138096.26934823114
368,2023-02-27,2.748459,2.57,1.523765,2.77122,4.681027,2.333439,2.440823,2.111245,3.661676,2.709932,140024.85080287512
369,2023-02-24,2.744757,2.5915,1.504741,2.770092,4.699344,2.328616,2.445996,2.090196,3.658306,2.711259,139445.58629114274
370,2023-02-23,2.737313,2.5965,1.531771,2.763555,4.706998,2.330715,2.467286,2.120076,3.657962,2.746972,140943.4346085675
371,2023-02-22,2.728687,2.5713,1.535665,2.752048,4.699642,2.328987,2.472092,2.11432,3.661499,2.763908,140152.80452896748
372,2023-02-21,2.749812,2.5728,1.536614,2.768494,4.704814,2.328652,2.484713,2.118992,3.671645,2.750843,139852.07400646806
374,2023-02-17,2.702948,2.5974,1.550673,2.764057,4.80896,2.32847,2.470603,2.181724,3.66225,2.751755,143432.58737729676
375,2023-02-16,2.689111,2.6226,1.547007,2.763732,4.754488,2.329326,2.499001,2.170067,3.664082,2.805988,141769.67527770996
376,2023-02-15,2.688123,2.6344,1.532132,2.750787,4.750782,2.326961,2.513369,2.162955,3.624504,2.783094,142454.28220898844
377,2023-02-14,2.694281,2.6414,1.52982,2.760313,4.772395,2.32593,2.497702,2.155918,3.630861,2.752047,143996.53192023188
378,2023-02-13,2.701283,2.6338,1.548628,2.769718,4.874251,2.326092,2.509804,2.195469,3.645347,2.790211,146390.35215477739
379,2023-02-10,2.681105,2.6198,1.539305,2.766418,4.831683,2.320079,2.563452,2.184388,3.652515,2.834315,144110.70489427075
380,2023-02-09,2.680179,2.6151,1.541451,2.775542,4.760258,2.323198,2.54636,2.166848,3.66536,2.783244,143673.55570945516
381,2023-02-08,2.674121,2.612,1.542792,2.777282,4.839248,2.319536,2.507898,2.188758,3.655938,2.74752,146897.54026285745
382,2023-02-07,2.655834,2.5729,1.552009,2.757281,4.924869,2.317404,2.486228,2.213754,3.643713,2.766594,149405.51940526813
383,2023-02-06,2.647938,2.5492,1.541121,2.744664,4.814133,2.316497,2.459282,2.188696,3.653355,2.761498,144036.85008325242
