"Letöltés idõpontja","2024.08.20. 22:45"
"Alap neve:","Takarék Apollo Származtatott Részvény Befektetési Alap"
"Befektetési sorozat megjelölése:",""
"Befektetési jegy devizaneme:","HUF"
"Kategória:","Részvény"
"Földrajzi kitettség:","Globális"
"Devizális kitettség:","HUF/EUR/USD"
"Egyéb jellemzõ kitettség:",""
"Hozam/kockázat mutató:","4"
"Bef. politika rövid leírása:","Az Alap segítségével az Alapkezelõ a legfejlettebb tõkepiacokat hozza közelebb a Befektetõkhöz: az Apolló befektetési stratégiájának célja fõként az észak-amerikai és nyugat-európai részvénypiacok teljesítményébõl való részesedés. Ez jelentõs kockázatot, ugyanakkor kiemelkedõ hozampotenciált is rejt magában, ami miatt az Alapot elsõsorban a kockázatkedvelõ Befektetõk portfóliójába tudjuk ajánlani. Az Alap eszközei között szereplõ egyedi részvények a portfóliómenedzsereink által kialakított stratégia mentén kerülnek a portfólióba, ami egyaránt figyelembe veszi a historikus árfolyam adatokat, értékeltséget és a részvények között fennálló kapcsolatokat."
"Alap típusa:","Nyilvános nyíltvégû"
"Alap fajtája:","Értékpapíralap"
"Alap indulási dátuma:","2016/01/13"
"Alapkezelõ:","Gránit Alapkezelõ Zrt."
"Letétkezelõ:","MBH Befektetési Bank Zrt."
"1 éves szórás:","10,05%"
"5 éves szórás:","14,86%"
"Dátum","Árfolyam","NEÉ","Kifizetett hozam","Napi befjegy. forgalom","Napi befjegy. forgalom változás(%)","3 hónapos hozam","6 hónapos hozam","1 éves hozam","3 éves hozam","5 éves hozam","10 éves hozam"
"2024/04/08","2,387063","1102702863","0","-28,72","-0%","13,07%","15,17%","20,93%","11,45%","13,27%",""
"2024/04/05","2,379492","1099205471","0","3490487,22","0,32%","13,38%","15,48%","20,9%","11,27%","13,18%",""
"2024/04/04","2,384721","1098122848","0","729037,48","0,07%","13,39%","15,43%","20,79%","11,35%","13,29%",""
"2024/04/03","2,41668","1112100608","0","36,35","0%","14,51%","17,62%","21,47%","11,85%","13,64%",""
"2024/04/02","2,424015","1115475970","0","252,77","0%","13,61%","15,78%","22,04%","11,96%","13,83%",""
"2024/03/28","2,440599","1123107291","0","-266,94","-0%","14,07%","15,56%","25,76%","12,64%","14,43%",""
"2024/03/27","2,427815","1117224655","0","296,54","0%","13,11%","17,19%","25,03%","12,45%","14,43%",""
"2024/03/26","2,425031","1115943226","0","-5739236,02","-0,51%","12,94%","17,03%","25,49%","12,4%","14,5%",""
"2024/03/25","2,432274","1125032665","0","994599,48","0,09%","13,28%","16,31%","25,87%","12,92%","14,69%",""
"2024/03/22","2,435761","1125649529","0","721634,84","0,06%","13,44%","17,28%","25,67%","12,72%","14,72%",""
"2024/03/21","2,421736","1118450611","0","9821,6","0%","12,42%","16,63%","23,77%","12,52%","14,4%",""
"2024/03/20","2,416578","1116058648","0","38744,87","0%","11,52%","15,37%","24,29%","12,44%","14,49%",""
"2024/03/19","2,411659","1113748219","0","-2410861,81","-0,22%","11,43%","14,93%","25,95%","12,37%","14,26%",""
"2024/03/18","2,388219","1105310628","0","-439,65","-0%","10,54%","13,53%","24,73%","11,95%","14,05%",""
"2024/03/14","2,386419","1104477995","0","5372,51","0%","11,82%","12,63%","22,44%","12,04%","14,23%",""
"2024/03/13","2,408685","1114777681","0","11085,23","0%","12,19%","14,74%","27,74%","12,39%","14,43%",""
"2024/03/12","2,396581","1109164728","0","-7013095,21","-0,64%","11,95%","13,49%","25,09%","12,2%","14,37%",""
"2024/03/11","2,367926","1102832113","0","2623441,88","0,24%","11,09%","12,41%","23,6%","11,81%","14,11%",""
"2024/03/08","2,3792","1105446906","0","-63,55","-0%","11,52%","13,05%","21,94%","12,7%","14,37%",""
"2024/03/07","2,388429","1109735037","0","-311,61","-0%","13,08%","12,2%","24,37%","13,35%","14,48%",""
"2024/03/06","2,367862","1100179307","0","377,74","0%","12,4%","11,62%","21,46%","13,02%","14,13%",""
"2024/03/05","2,37295","1102542965","0","-1880555,06","-0,17%","13,37%","12,08%","21,83%","13,1%","14,13%",""
"2024/03/04","2,378777","1107135535","0","153,53","0%","14,09%","12,78%","22,13%","13,73%","14,18%",""
"2024/03/01","2,376312","1105988116","0","-82,57","-0%","13,66%","12,46%","25,11%","13,32%","14,16%",""
"2024/02/29","2,355945","1096508946","0","-180,73","-0%","14,44%","11,32%","22,37%","14,02%","14,07%",""
