"Dátum","Árfolyam","NEÉ","Kifizetett hozam","Napi befjegy. forgalom","Napi befjegy. forgalom változás(%)","3 hónapos hozam","6 hónapos hozam","1 éves hozam","3 éves hozam","5 éves hozam","10 éves hozam"
"2011/03/28","1,710719","21957438984","0","-1687699,58","-0,01%","1,04%","3,92%","9,14%","13,41%","11,05%",""
"2011/03/25","1,713574","21995774027","0","51987386,48","0,24%","1,13%","4,35%","9,43%","13,4%","11,08%",""
"2011/03/24","1,711588","21918354205","0","51308195,85","0,23%","1,01%","4,23%","9,39%","13,45%","11,05%",""
"2011/03/23","1,706157","21797660195","0","77790448,67","0,36%","0,69%","3,9%","9,21%","13,33%","10,98%",""
"2011/03/22","1,704207","21695045685","0","85371199,58","0,39%","0,58%","3,78%","9,28%","13,29%","10,97%",""
"2011/03/21","1,70513","21621378304","0","59431177,47","0,27%","0,74%","3,84%","9,2%","13,31%","10,97%",""
"2011/03/18","1,700847","21507787139","0","241060912,71","1,12%","0,74%","3,84%","8,83%","13,22%","10,96%",""
"2011/03/17","1,702465","21286957066","0","67727095,35","0,32%","0,84%","3,94%","9,12%","13,3%","10,98%",""
"2011/03/16","1,704242","21241378192","0","54809167,26","0,26%","0,96%","4,05%","9,47%","13,34%","11,02%",""
"2011/03/11","1,705019","21196228430","0","74342648,75","0,35%","1,09%","4,47%","9,59%","13,37%","11,03%",""
"2011/03/10","1,705324","21125664141","0","72146850,85","0,34%","1,11%","4,49%","9,66%","13,34%","11,04%",""
"2011/03/09","1,705242","21052504938","0","86653006,51","0,41%","1,24%","4,49%","9,88%","13,39%","11,02%",""
"2011/03/08","1,708368","21004285921","0","170531943,66","0,81%","1,54%","4,83%","10,17%","13,46%","11,08%",""
"2011/03/07","1,710196","20856046658","0","294726571,43","1,41%","1,77%","5,07%","10,38%","13,5%","11,12%",""
"2011/03/04","1,710404","20563820826","0","221440946,15","1,08%","1,8%","5,05%","10,75%","13,45%","11,11%",""
"2011/03/03","1,713059","20373956641","0","143269113,87","0,7%","1,95%","5,21%","11,01%","13,58%","11,14%",""
"2011/03/02","1,710013","20194715226","0","115722024,29","0,57%","1,78%","5,02%","10,87%","13,52%","11,1%",""
"2011/03/01","1,708706","20063646392","0","59131849,24","0,29%","2,09%","5,26%","10,97%","13,49%","11,09%",""
"2011/02/28","1,708093","19997337903","0","81944609,59","0,41%","2,58%","5,4%","11,09%","13,49%","11,04%",""
"2011/02/25","1,708639","19921759343","0","104775085,46","0,53%","2,51%","5,62%","11,19%","13,51%","11,07%",""
"2011/02/24","1,712871","19866067462","0","160452262,34","0,81%","2,77%","5,88%","11,27%","13,66%","11,13%",""
"2011/02/23","1,713885","19717280698","0","139735777,81","0,71%","2,56%","5,94%","11,38%","13,68%","11,14%",""
"2011/02/22","1,710741","19541631308","0","139129433,07","0,71%","2,38%","5,92%","11%","13,61%","11,11%",""
"2011/02/21","1,705693","19345249591","0","72753141,32","0,38%","2,47%","5,49%","10,62%","13,47%","11,06%",""
"2011/02/18","1,705543","19270801611","0","174915816,13","0,91%","2,1%","5,78%","10,7%","13,43%","11,07%",""
"2011/02/17","1,706156","19102749168","0","93700316,49","0,49%","2,14%","5,82%","10,88%","13,45%","11,07%",""
"2011/02/16","1,704696","18992782337","0","162214047,38","0,85%","2,05%","5,73%","10,88%","13,42%","11,06%",""
"2011/02/15","1,705611","18840675646","0","567772891,73","3,01%","2,51%","5,79%","11,16%","13,44%","11,07%",""
"2011/02/14","1,706532","18282769801","0","76768790,32","0,42%","2,64%","5,75%","11,22%","13,47%","11,09%",""
"2011/02/11","1,705924","18199514611","0","161141612,46","0,89%","2,23%","5,59%","11,2%","13,46%","11,08%",""
"2011/02/10","1,705811","18037178141","0","49182404,44","0,27%","2,22%","5,58%","10,99%","13,45%","11,08%",""
"2011/02/09","1,708692","18018376251","0","76468906,11","0,42%","2,05%","5,76%","11,18%","13,51%","11,13%",""
"2011/02/08","1,709742","17952932739","0","66865796,29","0,37%","2,01%","5,69%","11,18%","13,54%","11,15%",""
"2011/02/07","1,708813","17876348426","0","26546399,61","0,15%","2,04%","5,5%","11,01%","13,52%","11,14%",""
"2011/02/04","1,706478","17825411243","0","153982768,33","0,86%","1,84%","6,02%","10,83%","13,42%","11,13%",""
"2011/02/03","1,707691","17683989693","0","258127310,67","1,46%","1,91%","6,09%","10,59%","13,43%","11,14%",""
"2011/02/01","1,709537","17444699597","0","141122779,95","0,81%","2,5%","5,98%","10,98%","13,48%","11,18%",""
"2011/01/31","1,705243","17260113845","0","158722202,68","0,92%","2,36%","5,73%","10,93%","13,41%","11,13%",""
"2011/01/28","1,706941","17118420396","0","29400815,89","0,17%","2,67%","6,4%","11,01%","13,51%","11,16%",""
"2011/01/27","1,709354","17113177301","0","5586524,66","0,03%","2,81%","6,55%","11,15%","13,62%","11,19%",""
"2011/01/26","1,706979","17083821254","0","39805122,09","0,23%","2,69%","6,41%","10,95%","13,56%","11,16%",""
"2011/01/25","1,704597","17020232098","0","84351923,48","0,5%","2,57%","6,14%","10,84%","13,51%","11,13%",""
"2011/01/24","1,702379","16913843422","0","83362029,25","0,49%","2,41%","5,68%","10,72%","13,42%","11,1%",""
"2011/01/21","1,702672","16833378122","0","45190405,08","0,27%","2,46%","6,12%","11,12%","13,62%","11,11%",""
"2011/01/20","1,703177","16793166970","0","80438479,73","0,48%","2,49%","6,15%","11,12%","13,64%","11,12%",""
"2011/01/19","1,702456","16705653549","0","54759120,09","0,33%","2,58%","6,1%","10,99%","13,62%","11,11%",""
"2011/01/18","1,703114","16657330007","0","57222862,31","0,34%","2,66%","6,23%","11,13%","13,64%","11,12%",""
"2011/01/17","1,699035","16560349479","0","74347672,33","0,45%","2,64%","5,98%","10,88%","13,49%","10,99%",""
"2011/01/14","1,698358","16479432770","0","121053685,06","0,73%","2,45%","5,07%","10,6%","13,64%","10,98%",""
"2011/01/13","1,697687","16351916094","0","116425151,68","0,71%","2,41%","5,03%","10,68%","13,62%","10,97%",""
"2011/01/12","1,696854","16227524713","0","110465393,41","0,68%","2,41%","4,98%","10,67%","13,6%","10,95%",""
"2011/01/11","1,693777","16087833357","0","88921090,65","0,55%","2,23%","4,19%","10,3%","13,53%","10,89%",""
"2011/01/10","1,690607","15968969392","0","150877788,16","0,94%","2,34%","3,75%","10,29%","13,47%","10,84%",""
"2011/01/07","1,691091","15822620129","0","57587150,1","0,36%","2,43%","4,32%","10,59%","13,51%","10,89%",""
"2011/01/06","1,693883","15791061130","0","39063154,6","0,25%","2,6%","4,49%","11,14%","13,59%","10,92%",""
"2011/01/05","1,693286","15746446268","0","65307520,64","0,41%","2,67%","4,45%","11,14%","13,58%","10,95%",""
"2011/01/04","1,694517","15692538760","0","150033176,95","0,96%","2,76%","4,64%","11,38%","13,61%","10,97%",""
"2010/12/31","1,693172","15530168929","0","38459631,7","0,25%","2,96%","4,8%","11,54%","13,55%","10,97%",""
"2010/12/30","1,693499","15494701190","0","35222766,36","0,23%","2,98%","4,82%","11,51%","13,56%","10,97%",""
"2010/12/29","1,69378","15462043594","0","107037260,04","0,69%","3,05%","4,84%","11,6%","13,57%","10,97%",""
"2010/12/28","1,693046","15348352238","0","159157842,03","1,04%","2,84%","4,69%","11,54%","13,55%","10,97%",""
"2010/12/23","1,694493","15202176184","0","44362989,74","0,29%","3,19%","4,94%","11,71%","13,59%","10,99%",""
"2010/12/22","1,694374","15156748699","0","153885968,93","1,02%","3,18%","4,93%","11,76%","13,59%","10,99%",""
"2010/12/21","1,692684","14987898597","0","43690909,49","0,29%","3,08%","5,19%","11,68%","13,55%","10,98%",""
"2010/12/20","1,68974","14918215980","0","94148027,82","0,63%","2,83%","4,98%","11,53%","13,5%","10,94%",""
"2010/12/17","1,688311","14811531353","0","90858914,88","0,61%","3,07%","4,43%","11,42%","13,46%","10,94%",""
"2010/12/16","1,688094","14718780378","0","31152666","0,21%","3,06%","4,41%","11,27%","13,44%","10,93%",""
"2010/12/15","1,685524","14665266870","0","64772026,62","0,44%","2,83%","4,25%","11,22%","13,38%","10,9%",""
"2010/12/14","1,686643","14610187944","0","81799754,89","0,56%","3,09%","4,38%","11,18%","13,4%","10,92%",""
"2010/12/13","1,686634","14528310665","0","71602915,78","0,49%","3,09%","4,51%","11,18%","13,43%","10,92%",""
"2010/12/10","1,686669","14457007746","0","68674519,78","0,48%","3,35%","5,26%","11,22%","13,44%","10,93%",""
"2010/12/09","1,684361","14368644554","0","70392958,18","0,49%","3,21%","5,11%","11,12%","13,4%","10,9%",""
"2010/12/08","1,682477","14282258643","0","69990358,25","0,49%","3,24%","5%","10,97%","13,36%","10,87%",""
"2010/12/07","1,680525","14195779294","0","45464449,47","0,32%","3,24%","5,05%","10,76%","13,31%","10,84%",""
"2010/12/06","1,679854","14144664907","0","71058413,92","0,5%","3,39%","5,03%","10,71%","13,29%","10,84%",""
"2010/12/03","1,68023","14076756574","0","56960600,16","0,4%","3,19%","5,48%","10,5%","13,32%","10,86%",""
"2010/12/02","1,680068","14018444250","0","52913938,7","0,38%","3,18%","5,47%","10,51%","13,31%","10,86%",""
"2010/12/01","1,673759","13913086880","0","50320277,7","0,36%","3,11%","5,07%","10,12%","13,17%","10,78%",""
"2010/11/30","1,665177","13791686917","0","35239044,66","0,26%","2,75%","3,94%","9,58%","12,98%","10,67%",""
"2010/11/29","1,668374","13782859097","0","110260915,26","0,8%","3,2%","4,41%","9,91%","13,03%","10,71%",""
"2010/11/26","1,666782","13659551481","0","131583166,04","0,96%","3,03%","3,91%","9,65%","12,85%","10,71%",""
"2010/11/25","1,671136","13563306334","0","81204566,03","0,6%","3,3%","4,18%","9,88%","13,09%","10,76%",""
"2010/11/24","1,670892","13480133267","0","84100310,49","0,62%","3,45%","4,17%","10%","13,08%","10,77%",""
"2010/11/23","1,664598","13345572106","0","92101628,74","0,69%","2,94%","3,62%","9,64%","12,94%","10,69%",""
"2010/11/22","1,670692","13301990690","0","87062402,08","0,65%","3,32%","4,53%","10,27%","13,04%","10,78%",""
"2010/11/19","1,67046","13213093202","0","123297929,35","0,93%","3,61%","4,13%","10,22%","13,04%","10,77%",""
"2010/11/18","1,670492","13090046026","0","114187685","0,87%","3,61%","4,13%","9,74%","13,15%","10,77%",""
"2010/11/17","1,66389","12924576074","0","49497173,94","0,38%","3,2%","3,72%","9,22%","13%","10,68%",""
"2010/11/16","1,662585","12864980890","0","112410392,44","0,87%","3,03%","3,74%","9,27%","12,97%","10,67%",""
"2010/11/15","1,66923","12803539820","0","92873902,78","0,73%","3,26%","4,16%","10,06%","13,12%","10,76%",""
"2010/11/12","1,668708","12706691050","0","126757001,53","1%","3,29%","3,96%","10,1%","13,05%","10,76%",""
"2010/11/11","1,674369","12622610782","0","149545939,93","1,18%","3,64%","4,31%","10,5%","13,25%","10,84%",""
"2010/11/10","1,675987","12485117991","0","161443250,6","1,29%","3,6%","4,41%","10,61%","13,28%","10,86%",""
"2010/11/09","1,674687","12314115730","0","104300708,32","0,85%","3,4%","4,41%","10,57%","13,25%","10,84%",""
"2010/11/08","1,677949","12233597625","0","107066414,4","0,88%","4,16%","4,68%","10,96%","13,32%","10,88%",""
"2010/11/05","1,675681","12110140383","0","160018981,48","1,32%","4,1%","4,84%","10,9%","13,24%","10,85%",""
"2010/11/04","1,675307","11947454220","0","91349955,82","0,76%","4,08%","4,81%","10,88%","13,24%","10,84%",""
"2010/11/03","1,667821","11803126036","0","70171041,17","0,59%","3,39%","4,34%","10,55%","13,07%","10,75%",""
"2010/11/02","1,666008","11720200720","0","91419906,89","0,78%","3,29%","4,12%","10,29%","13,03%","10,73%",""
"2010/10/29","1,662596","11604964961","0","53143434,1","0,46%","3,64%","5,48%","10,16%","13,02%","10,69%",""
"2010/10/28","1,662184","11548958925","0","24755288,81","0,21%","3,61%","5,45%","10,15%","13,13%","10,69%",""
"2010/10/27","1,661894","11522193017","0","38213973,12","0,33%","3,48%","5,43%","9,82%","13,12%","10,69%",""
"2010/10/26","1,662385","11487371940","0","61128352,62","0,53%","3,2%","5,34%","9,6%","13,13%","10,7%",""
"2010/10/25","1,662186","11424875780","0","382608386,15","3,35%","3,19%","5,32%","9,64%","13,18%","10,67%",""
"2010/10/22","1,661755","11039404166","0","43420504,41","0,39%","3,57%","4,59%","9,61%","13,2%","10,67%",""
"2010/10/21","1,659589","10981651043","0","32667523,1","0,3%","3,43%","4,46%","9,4%","13,15%","10,64%",""
"2010/10/20","1,658913","10944523673","0","30420035,47","0,28%","3,47%","4,41%","9,36%","13,14%","10,64%",""
"2010/10/19","1,655357","10890708467","0","122923195,69","1,13%","3,25%","4,32%","9,83%","13,06%","10,6%",""
"2010/10/18","1,659847","10796991875","0","384721256,31","3,56%","2,59%","4,62%","10,17%","13,08%","10,66%",""
"2010/10/15","1,657782","10399316811","0","77196833,78","0,74%","2,56%","4,8%","9,9%","12,89%","",""
"2010/10/14","1,656857","10316360498","0","51732587,82","0,5%","2,51%","4,74%","10,39%","12,87%","",""
"2010/10/13","1,656769","10264082729","0","71497381,52","0,7%","1,91%","4,73%","10,41%","12,87%","",""
"2010/10/12","1,651972","10163073791","0","50694739,25","0,5%","1,38%","4,28%","10,74%","12,76%","",""
"2010/10/11","1,651235","10107867581","0","21612202,04","0,21%","1,35%","4,11%","10,86%","12,79%","",""
"2010/10/08","1,650961","10084581702","0","42354910,73","0,42%","1,84%","4,8%","10,79%","12,89%","",""
"2010/10/07","1,649215","10031606475","0","40407661,22","0,4%","1,73%","4,69%","10,94%","12,86%","",""
"2010/10/06","1,64897","9989714566","0","46933212,27","0,47%","1,83%","4,68%","10,98%","12,86%","",""
"2010/10/05","1,648797","9941738217","0","55118962,14","0,55%","1,84%","4,51%","11,09%","12,85%","",""
"2010/10/04","1,64272","9850179969","0","14725525,37","0,15%","1,55%","4,13%","10,93%","12,78%","",""
"2010/10/01","1,644482","9846004063","0","16356674,65","0,17%","1,79%","4,5%","10,45%","12,83%","",""
"2010/09/30","1,643577","9824237885","0","45367378,19","0,46%","1,73%","4,44%","10,39%","12,86%","",""
"2010/09/29","1,646217","9794577844","0","79112485,68","0,81%","1,8%","4,61%","10,41%","12,92%","",""
"2010/09/28","1,64639","9716486351","0","49243538,73","0,51%","1,88%","4,74%","10,34%","12,92%","",""
"2010/09/27","1,645351","9661142031","0","34654353,8","0,36%","1,81%","4,85%","10,47%","12,88%","",""
"2010/09/22","1,642104","9607490390","0","33273224,06","0,35%","2,05%","4,76%","10,55%","12,92%","",""
"2010/09/21","1,643272","9581027140","0","17806540,37","0,19%","2,09%","4,94%","10,59%","12,95%","",""
"2010/09/20","1,643968","9567271056","0","50025618,75","0,52%","1,97%","5,06%","10,73%","13%","",""
"2010/09/17","1,637985","9482608705","0","87849270,25","0,93%","1,31%","4,9%","10,28%","13,13%","",""
"2010/09/16","1,639093","9401114434","0","126313197,21","1,34%","1,38%","4,97%","11,03%","13,09%","",""
"2010/09/14","1,636015","9257384386","0","25910689,17","0,28%","1,37%","4,68%","11,46%","13,02%","",""
"2010/09/13","1,636275","9232940788","0","81965808,62","0,89%","1,39%","4,88%","11,21%","13,06%","",""
"2010/09/10","1,632012","9127133873","0","29116943,02","0,32%","1,85%","4,83%","11,17%","13,1%","",""
"2010/09/09","1,6296","9084570695","0","56726570,88","0,62%","1,7%","4,67%","10,78%","13,02%","",""
"2010/09/08","1,627749","9017589743","0","30421718,15","0,34%","1,75%","4,55%","10,54%","12,98%","",""
"2010/09/07","1,624746","8970587787","0","210796,17","0%","1,58%","4,43%","10,64%","12,91%","",""
"2010/09/06","1,62858","8991544869","0","12894859,08","0,14%","1,75%","4,73%","11,03%","12,91%","",""
"2010/09/03","1,628253","8976847201","0","7089225,24","0,08%","2,21%","5,09%","11,04%","12,98%","",""
"2010/09/02","1,623256","8942230386","0","6207424,21","0,07%","1,9%","4,77%","11%","12,85%","",""
"2010/09/01","1,620536","8921049364","0","19730873,94","0,22%","1,16%","4,59%","10,54%","12,78%","",""
"2010/08/31","1,616578","8879577894","0","11897547,19","0,13%","1,17%","4,67%","10,14%","12,69%","",""
"2010/08/30","1,616434","8866890440","0","31008842,13","0,35%","1,18%","4,75%","10,13%","12,74%","",""
"2010/08/27","1,617743","8843036959","0","11337425,59","0,13%","0,85%","5,22%","10,12%","12,67%","",""
"2010/08/26","1,615134","8817456292","0","61613565,33","0,7%","0,69%","5,05%","9,8%","12,68%","",""
"2010/08/24","1,616998","8765947703","0","19451983,01","0,22%","1,17%","5,22%","10,19%","12,73%","",""
"2010/08/23","1,61228","8720975610","0","18452506,6","0,21%","0,83%","4,73%","11,56%","12,61%","",""
"2010/08/19","1,612324","8702760600","0","29377172,96","0,34%","0,51%","4,57%","11,57%","12,8%","",""
"2010/08/18","1,613695","8680758625","0","53798490,66","0,62%","0,69%","4,66%","11,97%","12,83%","",""
"2010/08/17","1,616596","8642469144","0","33431160,28","0,39%","0,87%","4,93%","12,45%","12,9%","",""
"2010/08/16","1,614679","8598829171","0","32719411,36","0,38%","0,58%","4,93%","11,8%","12,86%","",""
"2010/08/13","1,615619","8571096598","0","19553073,86","0,23%","0,65%","5,29%","11,69%","12,71%","",""
"2010/08/12","1,617743","8562785951","0","19558932,59","0,23%","0,78%","5,43%","12,6%","12,77%","",""
"2010/08/11","1,619682","8553466789","0","45155012,66","0,53%","0,98%","5,56%","12,58%","12,81%","",""
"2010/08/10","1,610945","8462415656","0","30562904,05","0,36%","0,5%","5,01%","11,66%","12,61%","",""
"2010/08/09","1,614252","8449161932","0","27396720,03","0,32%","0,82%","5,04%","12,07%","12,64%","",""
"2010/08/06","1,609657","8397792492","0","27505258,62","0,33%","0,71%","4,57%","11,7%","12,6%","",""
"2010/08/05","1,613148","8388440587","0","-3831878,98","-0,05%","0,92%","4,8%","11,63%","12,68%","",""
"2010/08/04","1,612881","8390883420","0","65443474,32","0,78%","0,8%","4,78%","11,73%","12,67%","",""
"2010/08/03","1,611034","8315906020","0","17967897,04","0,22%","1,48%","4,63%","11,67%","12,63%","",""
"2010/08/02","1,609934","8292272363","0","21799192,49","0,26%","1,86%","4,26%","12,01%","12,64%","",""
"2010/07/30","1,604221","8241124630","0","27232160,78","0,33%","1,77%","4,35%","11,87%","12,45%","",""
"2010/07/29","1,606007","8223037102","0","102126177,55","1,24%","1,89%","4,47%","12,02%","12,48%","",""
"2010/07/27","1,610854","8145420192","0","25760280,63","0,32%","2,07%","4,76%","12,15%","12,6%","",""
"2010/07/26","1,609382","8112240158","0","74549266,36","0,92%","1,56%","4,65%","12,04%","12,49%","",""
"2010/07/23","1,604502","8013318846","0","31175142,16","0,39%","0,99%","4,35%","11,89%","12,26%","",""
"2010/07/22","1,603249","7975910227","0","63824827,91","0,8%","0,91%","4,27%","12,27%","12,28%","",""
"2010/07/21","1,603215","7911917608","0","57604489,99","0,73%","1,03%","4,27%","12,46%","12,28%","",""
"2010/07/20","1,617954","7926520976","0","77199473,57","0,97%","1,98%","5,59%","13,86%","12,63%","",""
"2010/07/19","1,613197","7826243453","0","220575182,14","2,82%","1,67%","5,25%","13,52%","12,49%","",""
"2010/07/16","1,616347","7620519436","0","95528934,91","1,25%","2,18%","5,48%","13,64%","12,67%","",""
"2010/07/15","1,625723","7568640974","0","32482558,31","0,43%","2,77%","6,09%","15,11%","12,92%","",""
"2010/07/14","1,629436","7553370300","0","4107487,25","0,05%","2,85%","6,33%","16,17%","13,01%","",""
"2010/07/13","1,629194","7548141614","0","22335223,79","0,3%","2,72%","6,1%","16,93%","13%","",""
"2010/07/12","1,620478","7485544194","0","23745824,9","0,32%","2,55%","5,64%","16,72%","12,84%","",""
"2010/07/09","1,62111","7464708533","0","51078320,44","0,68%","2,91%","5,76%","16,76%","12,86%","",""
"2010/07/08","1,619316","7405425925","0","65761097,56","0,89%","2,79%","5,64%","17,28%","12,82%","",""
"2010/07/07","1,618958","7338042167","0","62008149,43","0,85%","2,62%","5,62%","16,84%","12,81%","",""
"2010/07/06","1,61764","7270110570","0","26577015,1","0,37%","2,54%","5,78%","17,07%","12,78%","",""
"2010/07/05","1,615999","7236185419","0","66088666,39","0,91%","2,6%","6,03%","16,53%","12,74%","",""
"2010/07/02","1,615565","7168171119","0","9057527,54","0,13%","2,66%","6,43%","16,82%","12,88%","",""
"2010/07/01","1,617176","7166252476","0","32133377,27","0,45%","2,77%","6,54%","17,52%","13%","",""
"2010/06/30","1,615989","7128882687","0","37419228,21","0,52%","2,81%","6,46%","18,13%","12,97%","",""
"2010/06/29","1,616118","7092029551","0","103074677,34","1,45%","2,99%","6,47%","19,38%","12,98%","",""
"2010/06/28","1,61536","6985676878","0","31174307,31","0,45%","3,01%","6,36%","19,3%","12,98%","",""
"2010/06/25","1,61469","6951618064","0","78363004,84","1,13%","3,01%","6,45%","19,75%","12,98%","",""
"2010/06/24","1,609123","6849557996","0","35714397,44","0,52%","2,66%","6,08%","19,45%","13,12%","",""
"2010/06/23","1,60964","6816032839","0","76712549,16","1,13%","2,8%","6,11%","19,58%","13,13%","",""
"2010/06/22","1,612262","6750298209","0","3268856,02","0,05%","3,04%","6,29%","19,74%","13,19%","",""
"2010/06/21","1,616625","6765287731","0","67743628,95","1%","3,48%","6,57%","20,12%","13,14%","",""
"2010/06/18","1,616759","6698099253","0","3149590,48","0,05%","3,54%","6,71%","20,17%","13,12%","",""
"2010/06/17","1,615826","6691086138","0","2305779,57","0,03%","3,48%","6,65%","20,13%","13,23%","",""
"2010/06/16","1,613897","6680795181","0","60335271,38","0,9%","3,27%","6,53%","19,99%","13,18%","",""
"2010/06/15","1,613836","6620209678","0","90019817,34","1,36%","3,44%","6,5%","20,01%","13,18%","",""
"2010/06/14","1,607362","6503993612","0","39527080,19","0,61%","3,24%","5,95%","19,42%","13,14%","",""
"2010/06/11","1,6024","6444510428","0","382981652,15","5,94%","2,92%","5,62%","19,05%","13,08%","",""
"2010/06/10","1,59977","6051580061","0","116325309,51","1,92%","2,76%","5,45%","18,89%","13,04%","",""
"2010/06/09","1,599437","5934019299","0","75716783,15","1,28%","2,8%","5,43%","18,89%","13,04%","",""
"2010/06/08","1,60055","5862379132","0","12336069,53","0,21%","2,92%","5,54%","18,99%","13,06%","",""
"2010/06/07","1,598966","5844253510","0","4257209,82","0,07%","3,03%","5,49%","18,96%","12,96%","",""
"2010/06/04","1,593005","5818224594","0","15580985,6","0,27%","2,82%","4,99%","18,52%","12,58%","",""
"2010/06/03","1,602028","5835510582","0","62517751,59","1,07%","3,4%","5,58%","19,2%","12,8%","",""
"2010/06/02","1,597946","5758283127","0","40951497,57","0,71%","3,46%","5,31%","18,64%","12,7%","",""
"2010/06/01","1,597536","5715864680","0","21997002,38","0,38%","3,52%","5,06%","19,28%","12,69%","",""
"2010/05/31","1,605149","5721001598","0","44717630,47","0,78%","4,07%","5,59%","19,84%","12,92%","",""
"2010/05/28","1,604074","5672482448","0","18891182,01","0,33%","4,33%","5,67%","20,23%","12,96%","",""
"2010/05/27","1,606521","5662215767","0","13120094,83","0,23%","4,49%","5,83%","20,5%","13,01%","",""
"2010/05/26","1,59833","5620293221","0","196564266,43","3,5%","4,01%","5,29%","19,65%","12,82%","",""
"2010/05/25","1,598989","5425965187","0","73496336,04","1,35%","3,87%","5,19%","19,73%","12,84%","",""
"2010/05/21","1,604205","5369928932","0","78045890,36","1,45%","4,04%","5,88%","20,04%","13,1%","",""
"2010/05/19","1,602588","5286548951","0","41082140,19","0,78%","4,02%","5,77%","19,69%","13,07%","",""
"2010/05/18","1,605292","5254317334","0","19439920,55","0,37%","4,32%","5,92%","19,97%","13,13%","",""
"2010/05/17","1,61066","5252382529","0","32447144,62","0,62%","4,76%","5,81%","20,4%","13,21%","",""
"2010/05/14","1,605213","5202282380","0","11895626,73","0,23%","4,61%","5,84%","19,99%","13,02%","",""
"2010/05/13","1,603914","5186186493","0","8464744,09","0,16%","4,53%","5,76%","19,89%","13,07%","",""
"2010/05/12","1,602921","5174516167","0","18188870,69","0,35%","4,49%","5,69%","19,84%","13,04%","",""
"2010/05/11","1,601133","5150575601","0","19543603,17","0,38%","4,18%","5,65%","19,73%","13%","",""
"2010/05/10","1,599981","5127340269","0","16193258,3","0,32%","4,1%","5,59%","19,7%","12,91%","",""
"2010/05/07","1,598383","5106042192","0","120282,72","0%","3,84%","5,7%","19,59%","12,87%","",""
"2010/05/06","1,600119","5111467439","0","62650701,7","1,23%","3,95%","5,82%","19,42%","12,98%","",""
"2010/05/05","1,587572","5009227492","0","46851729,23","0,94%","3,1%","4,99%","18,66%","12,68%","",""
"2010/05/04","1,580488","4940232849","0","33692074,28","0,68%","2,35%","4,6%","18,05%","12,52%","",""
"2010/05/03","1,576251","4893387234","0","20402060,12","0,42%","2,01%","4,32%","18,75%","12,52%","",""
"2010/04/30","1,576287","4873096468","0","18826741,73","0,39%","2,54%","4,39%","18,75%","12,58%","",""
"2010/04/29","1,57807","4859760581","0","48088106,15","0,99%","2,65%","4,51%","19,24%","12,62%","",""
"2010/04/28","1,578256","4812239605","0","26257318,66","0,55%","2,64%","4,52%","19,86%","12,62%","",""
"2010/04/27","1,584663","4805411193","0","19811039,75","0,41%","3,05%","5%","19,93%","12,78%","",""
"2010/04/26","1,590921","4804498989","0","8411657,35","0,18%","3,41%","5,43%","20,42%","12,92%","",""
"2010/04/23","1,588779","4789629928","0","9545937,2","0,2%","3,33%","4,8%","20,78%","12,87%","",""
"2010/04/22","1,586876","4774358525","0","22187458,82","0,46%","3,2%","4,67%","21,07%","12,84%","",""
"2010/04/21","1,5865","4751045070","0","21839580,87","0,46%","3,53%","4,65%","21,02%","12,83%","",""
"2010/04/20","1,586701","4729804651","0","27963078,33","0,59%","3,52%","4,66%","21,51%","12,83%","",""
"2010/04/19","1,582079","4688145286","0","53310366,77","1,14%","3,14%","4,29%","19,96%","12,79%","",""
"2010/04/16","1,581894","4634292946","0","4485368,24","0,1%","3,23%","4,99%","20,23%","12,8%","",""
"2010/04/15","1,584229","4636641538","0","106452170,36","2,3%","3,38%","5,15%","20,8%","12,92%","",""
"2010/04/14","1,586112","4535573909","0","41505621,78","0,92%","3,29%","5,27%","21,49%","12,96%","",""
"2010/04/13","1,580199","4477314473","0","36976901,15","0,83%","3,02%","4,76%","21,12%","12,82%","",""
"2010/04/12","1,578872","4436608720","0","46272097,25","1,04%","2,98%","5,2%","21,02%","12,81%","",""
"2010/04/09","1,575292","4380381791","0","157902702,23","3,6%","2,77%","5,76%","20,79%","12,91%","",""
"2010/04/07","1,577622","4228724519","0","47172671,43","1,12%","3,17%","5,92%","22,65%","12,97%","",""
"2010/04/06","1,575098","4174861882","0","10421069,5","0,25%","3,35%","5,7%","21,99%","12,91%","",""
"2010/04/02","1,57364","4160585970","0","27545169,48","0,66%","3,67%","6,27%","22,2%","12,96%","",""
"2010/04/01","1,571873","4128399915","0","-12099718,2","-0,29%","3,55%","6,15%","23,45%","12,93%","",""
"2010/03/31","1,569203","4133466537","0","11852851,79","0,29%","3,37%","5,97%","23,98%","12,87%","",""
"2010/03/30","1,568169","4118897817","0","4856977,82","0,12%","3,26%","5,32%","24,35%","12,84%","",""
"2010/03/29","1,567523","4112346079","0","20516619,21","0,5%","3,28%","5,28%","22,79%","12,86%","",""
"2010/03/26","1,567484","4091727655","0","17426611,87","0,43%","3,33%","5,24%","22,3%","12,76%","",""
"2010/03/25","1,565863","4070087640","0","37065028,97","0,91%","3,23%","5,13%","22,77%","12,74%","",""
"2010/03/24","1,564736","4030119920","0","29253373,69","0,73%","3,15%","5,06%","22,9%","12,71%","",""
"2010/03/23","1,562211","3994410385","0","6466539,33","0,16%","2,99%","4,92%","21,89%","12,65%","",""
"2010/03/22","1,55949","3980997796","0","15600736,03","0,39%","2,87%","4,81%","23,5%","12,61%","",""
