"Dátum","Árfolyam","NEÉ","Kifizetett hozam","Napi befjegy. forgalom","Napi befjegy. forgalom változás(%)","3 hónapos hozam","6 hónapos hozam","1 éves hozam","3 éves hozam","5 éves hozam","10 éves hozam"
"2010/03/19","1,561421","3970307115","0","24503037,96","0,62%","3,06%","5,17%","23,82%","12,67%","",""
"2010/03/18","1,562861","3949443043","0","9076308,41","0,23%","3,16%","5,27%","23,73%","12,89%","",""
"2010/03/17","1,560206","3933672810","0","34947578,4","0,89%","2,96%","5,09%","23,93%","12,83%","",""
"2010/03/12","1,556873","3890396555","0","32539509,45","0,84%","2,62%","5,82%","24%","12,67%","",""
"2010/03/11","1,555857","3855339446","0","8564976,12","0,22%","2,55%","5,75%","22,64%","12,68%","",""
"2010/03/10","1,555086","3844868213","0","17805950,83","0,46%","2,55%","5,69%","22,58%","12,67%","",""
"2010/03/09","1,551953","3819351958","0","50367024,36","1,32%","2,39%","5,71%","22,33%","12,59%","",""
"2010/03/08","1,550654","3765830256","0","18650715,82","0,5%","2,28%","5,41%","21,61%","12,63%","",""
"2010/03/05","1,549358","3744047736","0","1002240,69","0,03%","2,11%","5,63%","22,38%","12,74%","",""
"2010/03/04","1,544448","3731183580","0","-52060,86","-0%","1,79%","5,3%","21,93%","12,59%","",""
"2010/03/03","1,543176","3728162613","0","11381786,76","0,31%","1,49%","5,21%","22,24%","12,56%","",""
"2010/03/02","1,542329","3714740804","0","3513093,85","0,09%","1,45%","5,18%","22,22%","12,54%","",""
"2010/03/01","1,539819","3705188025","0","6582413,62","0,18%","1,31%","5,3%","22,73%","12,5%","",""
"2010/02/26","1,537541","3693133914","0","6871670,45","0,19%","1,29%","4,76%","22,96%","12,53%","",""
"2010/02/25","1,536732","3684322662","0","3092328,59","0,08%","1,23%","4,7%","23,11%","12,53%","",""
"2010/02/24","1,539402","3687626299","0","2373930,98","0,06%","1,27%","4,89%","22,71%","12,59%","",""
"2010/02/23","1,538795","3683799240","0","10809285,94","0,29%","1,18%","4,74%","23,81%","12,58%","",""
"2010/02/22","1,541191","3678709029","0","3649467,54","0,1%","1,46%","4,78%","23,25%","12,62%","",""
"2010/02/19","1,541871","3676681061","0","6162830,7","0,17%","1,76%","6,69%","23,3%","12,64%","",""
"2010/02/18","1,540689","3667704407","0","19917487,74","0,54%","1,69%","6,61%","22,83%","12,65%","",""
"2010/02/17","1,538766","3643233960","0","12899367,95","0,35%","1,53%","6,48%","21,91%","12,6%","",""
"2010/02/16","1,537405","3627123652","0","23234473,28","0,64%","1%","6,38%","21,88%","12,57%","",""
"2010/02/15","1,534381","3596800506","0","2168756,46","0,06%","0,72%","6,17%","22,03%","12,48%","",""
"2010/02/12","1,534441","3594772313","0","19727772,87","0,55%","1,18%","6,24%","22,08%","12,56%","",""
"2010/02/11","1,534064","3574166180","0","13359290,8","0,37%","1,15%","6,22%","22,46%","12,52%","",""
"2010/02/10","1,536844","3567259712","0","4949829,94","0,14%","1,4%","6,41%","23,21%","12,59%","",""
"2010/02/09","1,53691","3562462866","0","11938148,96","0,34%","1,42%","6,25%","23,49%","12,59%","",""
"2010/02/08","1,537811","3552606181","0","15173649,54","0,43%","1,49%","7,03%","23,25%","12,62%","",""
"2010/02/05","1,539284","3540820879","0","20590883,26","0,58%","1,79%","6,86%","22,31%","12,7%","",""
"2010/02/04","1,539773","3521348303","0","-83056604,94","-2,36%","1,82%","6,9%","21,87%","12,73%","",""
"2010/02/03","1,54421","3614791338","0","6486303,29","0,18%","2,2%","7,21%","22,19%","12,83%","",""
"2010/02/02","1,545174","3610557582","0","5678469,81","0,16%","2,27%","7,23%","22,74%","12,86%","",""
"2010/02/01","1,540366","3593662085","0","23564040,07","0,66%","2,1%","6,6%","22,15%","12,78%","",""
"2010/01/29","1,537284","3562954910","0","5945048,43","0,17%","1,81%","6,95%","23,16%","12,72%","",""
"2010/01/28","1,537606","3557754914","0","-55360663,82","-1,56%","1,83%","6,98%","23,28%","12,75%","",""
"2010/01/27","1,537825","3613630191","0","-7633182,61","-0,21%","1,89%","6,99%","23,44%","12,75%","",""
"2010/01/26","1,538449","3622732766","0","-10137,66","-0%","1,95%","7,29%","23,24%","12,77%","",""
"2010/01/25","1,537841","3621311184","0","503562,16","0,01%","1,62%","7,26%","23,16%","12,7%","",""
"2010/01/22","1,537618","3620282574","0","5616325,04","0,16%","1,42%","7,05%","23,49%","12,64%","",""
"2010/01/21","1,532342","3602263312","0","6308232,61","0,18%","1,08%","6,68%","23%","12,51%","",""
"2010/01/20","1,532703","3596802240","0","45727976,65","1,27%","1,1%","6,71%","22,93%","12,51%","",""
"2010/01/19","1,533902","3553852191","0","3809623,36","0,11%","1,12%","6,96%","23,41%","12,54%","",""
"2010/01/18","1,5326","3547029236","0","3128649,63","0,09%","1,03%","7,32%","23,75%","12,53%","",""
"2010/01/15","1,532376","3543382621","0","2255082,44","0,06%","1,71%","7,84%","23,48%","12,51%","",""
"2010/01/14","1,535534","3548425278","0","12671138,69","0,36%","1,92%","8,06%","23,76%","12,61%","",""
"2010/01/13","1,533927","3532053826","0","34825900,28","0,99%","1,69%","7,95%","24,07%","12,57%","",""
"2010/01/12","1,533191","3495549906","0","37547839,46","1,07%","2,15%","7,79%","23,78%","12,56%","",""
"2010/01/11","1,535556","3463336154","0","5402679,69","0,16%","2,33%","8,72%","24,24%","12,58%","",""
"2010/01/08","1,532868","3451880341","0","613134,63","0,02%","2,91%","10,41%","24,58%","12,46%","",""
"2010/01/07","1,529179","3442961387","0","102867243,84","2,99%","2,66%","10,14%","24,3%","12,35%","",""
"2010/01/06","1,524102","3329004756","0","1722,93","0%","2,28%","9,78%","23,7%","12,22%","",""
"2010/01/05","1,523608","3327924019","0","550782,76","0,02%","2,49%","9,74%","23,58%","12,21%","",""
"2010/01/04","1,521414","3322581809","0","12155185,03","0,37%","2,4%","10,19%","23,36%","12,15%","",""
"2009/12/31","1,517973","3302939393","0","3961182,92","0,12%","2,51%","9,46%","23,09%","12,16%","",""
"2009/12/30","1,518705","3300569050","0","4968690,44","0,15%","2%","9,51%","23,08%","12,18%","",""
"2009/12/29","1,517757","3293543193","0","11581709,83","0,35%","1,94%","9,75%","23,11%","12,15%","",""
"2009/12/28","1,517831","3282121499","0","17935837","0,55%","1,8%","10,3%","23,27%","12,15%","",""
"2009/12/23","1,516896","3262174889","0","18102962,13","0,55%","1,88%","12,03%","23,19%","12,14%","",""
"2009/12/22","1,516034","3242228432","0","7843620,11","0,24%","1,89%","12,44%","23,16%","12,12%","",""
"2009/12/21","1,515713","3233699974","0","33634227,3","1,04%","2,04%","12,52%","23,19%","12,14%","",""
"2009/12/18","1,515036","3198636423","0","3791388,93","0,12%","2,04%","12,57%","23,32%","12,13%","",""
"2009/12/17","1,515322","3195448139","0","-1670409,51","-0,05%","2,06%","12,59%","23,39%","12,14%","",""
"2009/12/16","1,517115","3200901529","0","72781482,68","2,27%","2,14%","12,73%","23,09%","12,18%","",""
"2009/12/15","1,515433","3124651952","0","25577378,46","0,82%","2,66%","12,63%","23,69%","12,14%","",""
"2009/12/11","1,517096","3102475424","0","21684885,34","0,7%","3,11%","12,72%","22,6%","12,28%","",""
"2009/12/10","1,51649","3079559925","0","7138176,79","0,23%","3,07%","12,67%","22,88%","12,27%","",""
"2009/12/09","1,515766","3070954918","0","6477152,83","0,21%","3,25%","12,62%","23,04%","12,25%","",""
"2009/12/08","1,516137","3065227829","0","20097817,95","0,66%","3,07%","12,64%","23,47%","12,26%","",""
"2009/12/07","1,517332","3047530144","0","23555836,05","0,77%","3,04%","12,77%","23,98%","12,27%","",""
"2009/12/04","1,517353","3024016160","0","11619563,33","0,38%","3,45%","12,89%","24,68%","12,31%","",""
"2009/12/03","1,520578","3018799180","0","7439507,82","0,25%","3,67%","13,13%","26,08%","12,43%","",""
"2009/12/02","1,520234","3010678413","0","1004129,06","0,03%","3,67%","13,11%","25,51%","12,43%","",""
"2009/12/01","1,519886","3008985333","0","5286510,48","0,18%","3,94%","13,08%","25,59%","12,42%","",""
"2009/11/30","1,519617","3003167207","0","7355708,16","0,24%","3,66%","13,07%","24,91%","12,38%","",""
"2009/11/27","1,518007","2992637504","0","11804340,56","0,39%","3,43%","13,34%","25,08%","12,35%","",""
"2009/11/26","1,520069","2984882208","0","7850549,85","0,26%","3,57%","13,49%","26,45%","12,44%","",""
"2009/11/25","1,520888","2978635657","0","23752990,25","0,8%","3,53%","13,55%","27,87%","12,46%","",""
"2009/11/24","1,518988","2951191220","0","3953124,7","0,13%","3,27%","13,85%","28,34%","12,41%","",""
"2009/11/23","1,518177","2945664541","0","5135395,07","0,17%","3,22%","13,88%","28,39%","12,38%","",""
"2009/11/20","1,515135","2934637152","0","3824088,51","0,13%","4,84%","13,49%","28,33%","12,39%","",""
"2009/11/19","1,515525","2931567463","0","19029562,08","0,65%","4,87%","13,52%","28,43%","12,44%","",""
"2009/11/18","1,522253","2925467780","0","9985802,76","0,34%","5,33%","14,02%","28,92%","12,6%","",""
"2009/11/17","1,523387","2917653861","0","30377020,41","1,04%","5,41%","14%","28,21%","12,63%","",""
"2009/11/16","1,521521","2883740209","0","19331829,41","0,67%","5,57%","13,7%","28,19%","12,59%","",""
"2009/11/13","1,516602","2855147893","0","31984050,26","1,12%","5,01%","13,36%","26,37%","12,58%","",""
"2009/11/12","1,515575","2821252076","0","12418011,5","0,44%","4,94%","13,29%","26,91%","12,55%","",""
"2009/11/11","1,515327","2808374443","0","15913982,75","0,57%","4,76%","13,27%","26,56%","12,55%","",""
"2009/11/10","1,515265","2792346206","0","32356685,87","1,16%","5,46%","13,27%","26,19%","12,54%","",""
"2009/11/09","1,514599","2758776430","0","32176577,86","1,17%","5,27%","13,22%","24,5%","12,54%","",""
"2009/11/06","1,512178","2722241538","0","19444707,08","0,71%","4,98%","13,14%","25,78%","12,48%","",""
"2009/11/05","1,510917","2700542978","0","5356796,74","0,2%","4,9%","13,04%","23,35%","12,46%","",""
"2009/11/04","1,510934","2695216506","0","68898743","2,56%","4,85%","13,04%","21,87%","12,47%","",""
"2009/11/03","1,508671","2622384198","0","960722,25","0,04%","4,4%","12,88%","23%","12,41%","",""
"2009/11/02","1,510511","2624620607","0","2724548,98","0,1%","4,64%","12,73%","23,27%","12,49%","",""
"2009/10/30","1,509956","2620932707","0","1303450,08","0,05%","5,05%","13,76%","23,15%","12,51%","",""
"2009/10/29","1,509265","2618430438","0","14924305,26","0,57%","5%","13,7%","24,76%","12,46%","",""
"2009/10/28","1,50903","2603100754","0","7385969,2","0,28%","5,24%","13,69%","24,93%","12,45%","",""
"2009/10/27","1,51334","2603128508","0","4863107,35","0,19%","5,55%","14,01%","27,71%","12,56%","",""
"2009/10/26","1,516713","2604056531","0","6721183,27","0,26%","5,5%","14,6%","25,87%","12,69%","",""
"2009/10/22","1,516021","2596150314","0","3102790,06","0,12%","5,54%","14,75%","25,81%","12,86%","",""
"2009/10/21","1,516982","2594691247","0","1674228,89","0,06%","5,78%","14,83%","25,59%","12,88%","",""
"2009/10/20","1,516905","2592885400","0","22243713,67","0,86%","6,23%","15,31%","26,01%","12,88%","",""
"2009/10/19","1,507176","2554154317","0","16512214,06","0,65%","5,73%","14,99%","25,5%","12,71%","",""
"2009/10/16","1,506651","2536758157","0","8482380,11","0,33%","6,03%","14,24%","24,96%","12,75%","",""
"2009/10/15","1,508415","2531235904","0","2636674,33","0,1%","6,15%","14,38%","24,27%","12,84%","",""
"2009/10/14","1,500854","2515924509","0","5084267,39","0,2%","5,52%","13,8%","22,28%","12,65%","",""
"2009/10/13","1,500627","2510460484","0","1057195,02","0,04%","6,25%","14,05%","22,31%","12,65%","",""
"2009/10/12","1,491753","2494563862","0","4121936,84","0,17%","6,35%","13,75%","24,53%","12,47%","",""
"2009/10/09","1,489486","2486657229","0","4681508,69","0,19%","7,28%","14,17%","23,59%","12,49%","",""
"2009/10/08","1,490148","2483078831","0","1655790,19","0,07%","7,33%","14,22%","22,42%","12,53%","",""
"2009/10/07","1,486572","2475468217","0","1998916,24","0,08%","7,07%","13,95%","21,14%","12,44%","",""
"2009/10/06","1,485773","2472139865","0","11495731,9","0,47%","7,61%","13,93%","21,18%","12,42%","",""
"2009/10/05","1,484265","2458146678","0","7858385,33","0,32%","7,12%","14,75%","20,95%","12,37%","",""
"2009/10/02","1,480839","2444632505","0","1320989,08","0,05%","6,78%","14,33%","20,13%","12,36%","",""
"2009/10/01","1,488909","2456626619","0","2963328,46","0,12%","7,36%","14,95%","20,55%","12,57%","",""
"2009/09/30","1,488872","2453602316","0","8410839,54","0,34%","7,66%","14,95%","20,87%","12,57%","",""
"2009/09/29","1,490961","2448622265","0","7020893,6","0,29%","8,35%","15,78%","20,68%","12,62%","",""
"2009/09/28","1,492109","2443481339","0","7024807,4","0,29%","9,08%","17,18%","20,64%","12,63%","",""
"2009/09/25","1,489433","2432086906","0","2977332,13","0,12%","10%","16,67%","20,26%","12,57%","",""
"2009/09/24","1,488915","2428264770","0","-47,68","-0%","9,96%","16,63%","20,3%","12,56%","",""
"2009/09/23","1,487859","2426542592","0","13066788,51","0,54%","10,35%","16,55%","20%","12,53%","",""
"2009/09/22","1,4854","2409487027","0","5444901,08","0,23%","10,27%","15,9%","19,73%","12,47%","",""
"2009/09/21","1,485876","2404812507","0","5946530,51","0,25%","10,38%","16,5%","19,96%","12,49%","",""
"2009/09/18","1,48469","2396951244","0","843,72","0%","10,32%","17,58%","21,07%","12,43%","",""
"2009/09/17","1,485341","2398001404","0","761868,51","0,03%","10,37%","17,63%","20,78%","12,48%","",""
"2009/09/16","1,476201","2382488196","0","2702330","0,11%","9,72%","16,91%","20,55%","12,24%","",""
"2009/09/15","1,470517","2370622681","0","-2,2","-0%","9,32%","16,61%","19,8%","12,1%","",""
"2009/09/14","1,467747","2366157162","0","-6984847,12","-0,3%","9,12%","16,2%","18,85%","12,04%","",""
"2009/09/11","1,471301","2378888331","0","-237,02","-0%","9,31%","16,77%","19,07%","12,14%","",""
"2009/09/10","1,468081","2373682277","0","395411,76","0,02%","9,08%","16,52%","19,4%","12,07%","",""
"2009/09/09","1,471049","2378084908","0","497466,31","0,02%","9,29%","16,75%","19,73%","12,15%","",""
"2009/09/08","1,47254","2379997275","0","6755855,4","0,28%","9,44%","17,29%","20,39%","12,19%","",""
"2009/09/07","1,468504","2366736739","0","2341417,76","0,1%","9,16%","15,75%","19,81%","12,1%","",""
"2009/09/04","1,466776","2361613119","0","5074602,19","0,21%","9,13%","15,04%","19,46%","12,07%","",""
"2009/09/03","1,466395","2355926398","0","197771,93","0,01%","9,1%","15,01%","19,47%","12,07%","",""
"2009/09/02","1,462327","2349193481","0","3161602,37","0,13%","8,8%","14,69%","19,09%","11,96%","",""
"2009/09/01","1,465989","2351906877","0","-424,86","-0%","9,08%","15,79%","18,64%","12,06%","",""
"2009/08/31","1,46778","2354780629","0","256,35","0%","8,98%","15,88%","19,25%","12,12%","",""
"2009/08/28","1,467692","2354639193","0","19329751,43","0,82%","9,58%","16,98%","19,34%","12,12%","",""
"2009/08/27","1,46909","2337533861","0","-349999,64","-0,01%","9,69%","17,09%","19,3%","12,17%","",""
"2009/08/26","1,470914","2340786542","0","660009,79","0,03%","10,25%","17,24%","19,49%","12,22%","",""
"2009/08/25","1,470872","2340059713","0","-273,66","-0%","10,33%","17,63%","19,3%","12,22%","",""
"2009/08/24","1,467498","2334692176","0","-283,3","-0%","9,85%","17,57%","18,84%","12,13%","",""
"2009/08/19","1,445155","2299146221","0","317322,04","0,01%","8,14%","15,57%","17%","11,58%","",""
"2009/08/18","1,441198","2292534442","0","962677,76","0,04%","7,7%","15,25%","16,65%","11,48%","",""
"2009/08/17","1,437576","2285812616","0","623,62","0%","7,36%","14,61%","16,48%","11,38%","",""
"2009/08/14","1,444261","2296441450","0","-1183,95","-0%","7,96%","14,87%","16,93%","11,57%","",""
"2009/08/13","1,446504","2300009109","0","-1775020,16","-0,08%","8,13%","15,04%","17,49%","11,63%","",""
"2009/08/12","1,436757","2286273982","0","494631,28","0,02%","7,4%","14,27%","16,68%","11,38%","",""
"2009/08/11","1,438758","2288962801","0","1956793,88","0,09%","7,55%","14,47%","16,96%","11,43%","",""
"2009/08/10","1,442692","2293259374","0","-269,29","-0%","7,86%","15,16%","17,04%","11,53%","",""
"2009/08/07","1,440403","2289621118","0","10374779,07","0,45%","7,77%","15,44%","16,68%","11,5%","",""
"2009/08/06","1,440997","2280186265","0","738529,39","0,03%","7,81%","15,49%","16,99%","11,53%","",""
"2009/08/05","1,445059","2285873229","0","297868,76","0,01%","8,12%","15,81%","18,13%","11,64%","",""
"2009/08/04","1,443515","2283133295","0","-503787,86","-0,02%","7,73%","14,7%","17,94%","11,6%","",""
"2009/08/03","1,442668","2282297131","0","1356,46","0%","7,83%","14,19%","17,9%","11,6%","",""
"2009/07/31","1,437343","2273871643","0","147127,71","0,01%","8,28%","13,98%","17,35%","11,45%","",""
"2009/07/30","1,433944","2268347657","0","844,07","0%","8,03%","13,71%","17%","11,38%","",""
"2009/07/29","1,433699","2267959249","0","-293,66","-0%","8,01%","13,69%","17,33%","11,37%","",""
"2009/07/28","1,437669","2274239661","0","3006803,1","0,13%","8,63%","15,18%","17,51%","11,47%","",""
"2009/07/27","1,436348","2269145939","0","40212","0%","9,08%","15,16%","17,16%","11,44%","",""
"2009/07/24","1,436379","2269154700","0","23074592,8","1,02%","8,72%","15,04%","17,52%","11,44%","",""
"2009/07/23","1,434063","2242458555","0","-429,71","-0%","8,55%","14,85%","17,64%","11,37%","",""
"2009/07/22","1,428002","2232981337","0","-134,08","-0%","8,55%","14,37%","16,77%","11,22%","",""
"2009/07/21","1,425534","2229122234","0","2323263,45","0,1%","8,76%","14,49%","16,5%","11,15%","",""
"2009/07/17","1,421022","2219750863","0","-235,71","-0%","7,75%","14,74%","16,16%","11,08%","",""
"2009/07/16","1,422388","2221884901","0","566154,45","0,03%","7,85%","14,85%","17,38%","11,14%","",""
"2009/07/15","1,412339","2205625397","0","9060230,86","0,41%","7,34%","14,04%","16,96%","10,87%","",""
"2009/07/14","1,402632","2181468183","0","-2205889","-0,1%","6,96%","13,03%","16,04%","10,62%","",""
"2009/07/13","1,3933","2169145638","0","-7382280,28","-0,34%","6,72%","12,3%","15,4%","10,37%","",""
"2009/07/09","1,388361","2168812515","0","1302,78","0%","6,42%","12,33%","14,94%","10,3%","",""
"2009/07/08","1,380762","2156940527","0","-889,63","-0%","5,87%","11,72%","15,19%","10,1%","",""
"2009/07/07","1,385611","2164516226","0","814,7","0%","7,12%","12,61%","15,81%","10,23%","",""
"2009/07/06","1,38175","2158483997","0","337771,6","0,02%","7,42%","12,32%","15,59%","10,15%","",""
"2009/07/03","1,386792","2166021292","0","-669,7","-0%","7,07%","12,45%","16,58%","10,32%","",""
"2009/07/02","1,382925","2159982118","0","452,13","0%","6,77%","12,14%","16,15%","10,22%","",""
"2009/07/01","1,376093","2149310809","0","-906,34","-0%","6,86%","11,58%","15,38%","10,04%","",""
"2009/06/30","1,367956","2136602582","0","832,59","0%","7,43%","10,92%","14,91%","9,82%","",""
"2009/06/29","1,353756","2114422860","0","-132,05","-0%","6,96%","9,77%","14,15%","9,47%","",""
"2009/06/26","1,354067","2114908741","0","455,6","0%","6,07%","9,97%","13,6%","9,63%","",""
"2009/06/25","1,34834","2105963322","0","-825,28","-0%","5,62%","9,5%","13,43%","9,5%","",""
"2009/06/24","1,347088","2104008656","0","863,15","0%","5,11%","9,4%","13,28%","9,47%","",""
"2009/06/23","1,346102","2102467766","0","-296534,32","-0,01%","5,54%","9,32%","13,26%","9,44%","",""
"2009/06/22","1,346416","2103254804","0","-64,53","-0%","5,75%","9,35%","13,35%","9,47%","",""
"2009/06/19","1,345822","2102326973","0","-3241616,4","-0,15%","6,58%","9,38%","13,49%","9,45%","",""
"2009/06/18","1,345446","2104980329","0","1202,41","0%","6,55%","9,35%","13,53%","9,52%","",""
